1 Max VERSTAPPEN,,MV_Laptime_s,MV_Cumulative,,11 Sergio PEREZ,,SP_Laptime_s,SP_Cumulative,,2 Logan SARGEANT,,SAR_Laptime_s,SAR_Cumulative,,23 Alex ALBON,,AA_Laptime_s,AA_Cumulative,,4 Lando NORRIS,,LN_Laptime_s,LN_Cumulative,,81 Oscar PIASTRI,,OP_Laptime_s,OP_Cumulative,,10 Pierre GASLY,,PG_Laptime_s,PG_Cumulative,,31 Esteban OCON,,EO_Laptime_s,EO_Cumulative,,14 Fernando ALONSO,,FA_Laptime_s,FA_Cumulative,,18 Lance STROLL,,LS_Laptime_s,LS_Cumulative,,16 Charles LECLERC,,CL_Laptime_s,CL_Cumulative,,55 Carlos SAINZ,,CS_Laptime_s,CS_Cumulative,,20 Kevin MAGNUSSEN,,KM_Laptime_s,KM_Cumulative,,27 Nico HULKENBERG,,NH_Laptime_s,NH_Cumulative,,3 Daniel RICCIARDO,,RIC_Laptime_s,RIC_Cumulative,,22 Yuki TSUNODA,,YT_Laptime_s,YT_Cumulative,,24 Guanyu ZHOU,,GZ_Laptime_s,GZ_Cumulative,,77 Valterri BOTTAS,,VB_Laptime_s,VB_Cumulative,,44 Lewis HAMILTON,,LH_Laptime_s,LH_Cumulative,,63 George RUSSELL,,GR_Laptime_s,GR_Cumulative,,,,RBR1,RBR2,SF1,SF2,M-AMG1,M_AMG2,AMR1,AMR2,MCL1,MCL2,ALP1,ALP2,ATO1,ATO2,WIL1,WIL2,HAS1,HAS2,SAUB1,SAUB2
45 1:34.606,1:34.606,94.606,4904.501,,45 1:34.996,1:34.996,94.996,4916.086,,45 1:35.350,1:35.350,95.350,5064.958,,,,#VALUE!,#VALUE!,,45 1:36.224,1:36.224,96.224,4928.960,,45 1:35.648,1:35.648,95.648,4942.936,,45 1:36.942,1:36.942,96.942,5033.397,,45 1:36.983,1:36.983,96.983,5027.020,,45 1:35.636,1:35.636,95.636,4942.021,,45 1:36.806,1:36.806,96.806,4995.078,,45 1:35.739,1:35.739,95.739,4925.51,,45 1:35.006,1:35.006,95.006,4925.874,,45 1:37.674,1:37.674,97.674,4994.488,,45 1:36.808,1:36.808,96.808,4996.874,,,,#VALUE!,#VALUE!,,45 1:37.250,1:37.250,97.25,4986.496,,,,#VALUE!,#VALUE!,,45 1:38.734,1:38.734,98.734,4996.365,,45 1:34.791,1:34.791,94.791,4950.854,,45 1:34.913,1:34.913,94.913,4945.099,,44,4809.895,0.000,11.195,19.876,20.973,46.168,40.291,36.490,88.377,22.841,37.393,120.142,126.560,79.351,,,159.713,86.919,90.171,87.736,
46 1:34.610,1:34.610,94.610,4999.111,,46 1:34.750,1:34.750,94.750,5010.836,,46 1:35.778,1:35.778,95.778,5160.736,,,,#VALUE!,#VALUE!,,46 1:35.635,1:35.635,95.635,5024.595,,46 1:35.755,1:35.755,95.755,5038.691,,46 1:36.997,1:36.997,96.997,5130.394,,46 1:37.091,1:37.091,97.091,5124.111,,46 1:35.827,1:35.827,95.827,5037.848,,46 1:36.350,1:36.350,96.350,5091.428,,46 1:36.778,1:36.778,96.778,5022.288,,46 1:33.841,1:33.841,93.841,5019.715,,46 1:38.332,1:38.332,98.332,5092.82,,46 1:38.169,1:38.169,98.169,5095.043,,,,#VALUE!,#VALUE!,,46 1:37.046,1:37.046,97.046,5083.542,,,,#VALUE!,#VALUE!,,46 1:39.966,1:39.966,99.966,5096.331,,46 1:34.798,1:34.798,94.798,5045.652,,46 1:35.115,1:35.115,95.115,5040.214,,45,4904.501,0.000,11.585,21.009,21.373,46.353,40.598,37.520,90.577,24.459,38.435,122.519,128.896,81.995,,,160.457,89.987,92.373,91.864,
47 1:35.113,1:35.113,95.113,5094.224,,47 1:35.056,1:35.056,95.056,5105.892,,47 1:35.701,1:35.701,95.701,5256.437,,,,#VALUE!,#VALUE!,,47 1:35.633,1:35.633,95.633,5120.228,,47 1:35.891,1:35.891,95.891,5134.582,,47 1:36.759,1:36.759,96.759,5227.153,,47 1:37.381,1:37.381,97.381,5221.492,,47 1:35.862,1:35.862,95.862,5133.710,,47 1:36.704,1:36.704,96.704,5188.132,,47 1:35.922,1:35.922,95.922,5118.21,,47 1:35.063,1:35.063,95.063,5114.778,,47 1:38.707,1:38.707,98.707,5191.527,,47 1:36.827,1:36.827,96.827,5191.87,,,,#VALUE!,#VALUE!,,47 1:37.106,1:37.106,97.106,5180.648,,,,#VALUE!,#VALUE!,,47 1:37.900,1:37.900,97.9,5194.231,,47 1:34.679,1:34.679,94.679,5140.331,,47 1:35.317,1:35.317,95.317,5135.531,,46,4999.111,0.000,11.725,23.177,20.604,46.541,41.103,38.737,92.317,25.484,39.580,125.000,131.283,84.431,,,161.625,93.709,95.932,97.220,
48 1:35.750,1:35.750,95.750,5189.974,,48 1:35.383,1:35.383,95.383,5201.275,,48 1:35.837,1:35.837,95.837,5352.274,,,,#VALUE!,#VALUE!,,48 1:35.677,1:35.677,95.677,5215.905,,48 1:35.898,1:35.898,95.898,5230.48,,48 1:36.642,1:36.642,96.642,5323.795,,48 1:36.836,1:36.836,96.836,5318.328,,48 1:35.861,1:35.861,95.861,5229.571,,48 1:38.033,1:38.033,98.033,5286.165,,48 1:35.502,1:35.502,95.502,5213.712,,48 1:34.962,1:34.962,94.962,5209.74,,48 1:38.319,1:38.319,98.319,5289.846,,48 1:35.733,1:35.733,95.733,5287.603,,,,#VALUE!,#VALUE!,,48 1:37.038,1:37.038,97.038,5277.686,,,,#VALUE!,#VALUE!,,48 1:37.206,1:37.206,97.206,5291.437,,48 1:34.900,1:34.900,94.9,5235.231,,48 1:35.423,1:35.423,95.423,5230.954,,47,5094.224,0.000,11.668,23.986,20.554,46.107,41.307,39.486,93.908,26.004,40.358,127.268,132.929,86.424,,,162.213,97.303,97.646,100.007,
49 1:34.885,1:34.885,94.885,5284.859,,49 1:35.035,1:35.035,95.035,5296.310,,49 1:35.619,1:35.619,95.619,5447.893,,,,#VALUE!,#VALUE!,,49 1:35.354,1:35.354,95.354,5311.259,,49 1:36.179,1:36.179,96.179,5326.659,,49 1:38.650,1:38.650,98.650,5422.445,,49 1:36.691,1:36.691,96.691,5415.019,,49 1:35.831,1:35.831,95.831,5325.402,,49 1:36.381,1:36.381,96.381,5382.546,,49 1:35.543,1:35.543,95.543,5309.255,,49 1:34.752,1:34.752,94.752,5304.492,,49 1:37.519,1:37.519,97.519,5387.365,,49 1:36.235,1:36.235,96.235,5383.838,,,,#VALUE!,#VALUE!,,49 1:36.557,1:36.557,96.557,5374.243,,,,#VALUE!,#VALUE!,,49 1:36.944,1:36.944,96.944,5388.381,,49 1:35.047,1:35.047,95.047,5330.278,,49 1:36.024,1:36.024,96.024,5326.978,,48,5189.974,0.000,11.301,23.738,19.766,45.257,40.980,39.597,96.191,25.931,40.506,128.354,133.821,87.712,,,162.300,99.872,97.629,101.463,
50 1:33.706,1:33.706,93.706,5378.565,,50 1:35.244,1:35.244,95.244,5391.554,,50 1:35.490,1:35.490,95.490,5543.383,,,,#VALUE!,#VALUE!,,50 1:35.268,1:35.268,95.268,5406.527,,50 1:36.228,1:36.228,96.228,5422.887,,50 1:40.961,1:40.961,100.961,5523.406,,50 1:36.636,1:36.636,96.636,5511.655,,50 1:36.008,1:36.008,96.008,5421.410,,50 1:36.165,1:36.165,96.165,5478.711,,50 1:35.274,1:35.274,95.274,5404.529,,50 1:34.636,1:34.636,94.636,5399.128,,50 1:37.420,1:37.420,97.42,5484.785,,50 1:35.718,1:35.718,95.718,5479.556,,,,,,,50 1:36.388,1:36.388,96.388,5470.631,,,,,,,50 1:39.195,1:39.195,99.195,5487.576,,50 1:35.430,1:35.430,95.43,5425.708,,50 1:36.465,1:36.465,96.465,5423.443,,49,5284.859,0.000,11.451,24.396,19.633,45.419,42.119,40.543,97.687,26.400,41.800,130.160,137.586,89.384,,,163.034,102.506,98.979,103.522,
51 1:34.768,1:34.768,94.768,5473.333,,51 1:34.890,1:34.890,94.890,5486.444,,51 1:35.233,1:35.233,95.233,5638.616,,,,,,,51 1:35.186,1:35.186,95.186,5501.713,,51 1:35.429,1:35.429,95.429,5518.316,,51 1:37.721,1:37.721,97.721,5621.127,,51 1:36.831,1:36.831,96.831,5608.486,,51 1:36.069,1:36.069,96.069,5517.479,,51 1:36.270,1:36.270,96.270,5574.981,,51 1:35.199,1:35.199,95.199,5499.728,,51 1:34.877,1:34.877,94.877,5494.005,,51 1:38.878,1:38.878,98.878,5583.663,,51 1:35.853,1:35.853,95.853,5575.409,,,,,,,51 1:36.342,1:36.342,96.342,5566.973,,,,,,,51 1:37.156,1:37.156,97.156,5584.732,,51 1:35.476,1:35.476,95.476,5521.184,,51 1:35.429,1:35.429,95.429,5518.872,,50,5378.565,0.000,12.989,25.964,20.563,47.143,44.878,42.845,100.146,27.962,44.322,133.090,144.841,92.066,,,164.818,106.220,100.991,109.011,
52 1:34.970,1:34.970,94.970,5568.303,,52 1:34.929,1:34.929,94.929,5581.373,,52 1:37.715,1:37.715,97.715,5736.331,,,,,,,52 1:35.832,1:35.832,95.832,5597.545,,52 1:36.164,1:36.164,96.164,5614.48,,52 1:37.505,1:37.505,97.505,5718.632,,52 1:36.232,1:36.232,96.232,5704.718,,52 1:35.633,1:35.633,95.633,5613.112,,52 1:39.818,1:39.818,99.818,5674.799,,52 1:35.316,1:35.316,95.316,5595.044,,52 1:35.203,1:35.203,95.203,5589.208,,52 1:37.822,1:37.822,97.822,5681.485,,52 1:35.325,1:35.325,95.325,5670.734,,,,,,,52 1:38.195,1:38.195,98.195,5665.168,,,,,,,52 1:37.727,1:37.727,97.727,5682.459,,52 1:35.235,1:35.235,95.235,5616.419,,52 1:35.743,1:35.743,95.743,5614.615,,51,5473.333,0.000,13.111,26.395,20.672,47.851,45.539,44.146,101.648,28.380,44.983,135.153,147.794,93.640,,,165.283,110.330,102.076,111.399,
53 1:35.263,1:35.263,95.263,5663.566,,53 1:34.728,1:34.728,94.728,5676.101,,,,,,,,,,,,53 1:35.721,1:35.721,95.721,5693.266,,53 1:36.611,1:36.611,96.611,5711.091,,,,,,,,,,,,53 1:34.726,1:34.726,94.726,5707.838,,,,,,,53 1:35.044,1:35.044,95.044,5690.088,,53 1:35.224,1:35.224,95.224,5684.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53 1:35.773,1:35.773,95.773,5712.192,,53 1:34.902,1:34.902,94.902,5709.517,,52,5568.303,0.000,13.070,26.741,20.905,48.116,46.312,44.809,106.496,29.242,46.177,136.415,150.329,96.865,,,168.028,113.182,102.431,114.156,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,5663.566,0.000,12.535,26.522,20.866,48.626,45.951,44.272,,29.700,47.525,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,106.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
