1 Max VERSTAPPEN,,MV_Laptime_s,MV_Cumulative,,11 Sergio PEREZ,,SP_Laptime_s,SP_Cumulative,,2 Logan SARGEANT,,LS_Laptime_s,LS_Cumulative,,23 Alex ALBON,,AA_Laptime_s,AA_Cumulative,,4 Lando NORRIS,,LN_Laptime_s,LN_Cumulative,,81 Oscar PIASTRI,,OP_Laptime_s,OP_Cumulative,,10 Pierre GASLY,,PG_Laptime_s,PG_Cumulative,,31 Esteban OCON,,EO_Laptime_s,EO_Cumulative,,14 Fernando ALONSO,,FA_Laptime_s,FA_Cumulative,,18 Lance STROLL,,LS_Laptime_s,LS_Cumulative,,16 Charles LECLERC,,CL_Laptime_s,CL_Cumulative,,55 Carlos SAINZ,,CS_Laptime_s,CL_Cumulative,,20 Kevin MAGNUSSEN,,KM_Laptime_s,KM_Cumulative,,27 Nico HULKENBERG,,NH_Laptime_s,NH_Cumulative,,3 Daniel RICCIARDO,,RIC_Laptime_s,RIC_Cumulative,,22 Yuki TSUNODA,,YT_Laptime_s,YT_Cumulative,,24 Guanyu ZHOU,,GZ_Laptime_s,GZ_Cumulative,,77 Valterri BOTTAS,,VB_Laptime_s,VB_Cumulative,,44 Lewis HAMILTON,,LH_Laptime_s,LH_Cumulative,,63 George RUSSELL,,GR_Laptime_s,GR_Cumulative,,,,RBR1,RBR2,SF1,SF2,M-AMG1,M_AMG2,AMR1,AMR2,MCL1,MCL2,ALP1,ALP2,ATO1,ATO2,WIL1,WIL2,HAS1,HAS2,SAUB1,SAUB2
44 1:34.531,1:34.531,94.531,4273.567,,44 1:34.799,1:34.799,94.799,4289.751,,44 1:35.130,1:35.130,95.130,4466.728,,44 1:35.783,1:35.783,95.783,4358.115,,44 1:35.346,1:35.346,95.346,4307.501,,44 1:35.238,1:35.238,95.238,4315.864,,44 1:56.481,1:56.481,116.481,4391.489,,44 1:36.649,1:36.649,96.649,4365.503,,44 1:34.981,1:34.981,94.981,4344.831,,44 1:36.564,1:36.564,96.564,4340.674,,44 1:35.051,1:35.051,95.051,4303.493,,44 1:34.507,1:34.507,94.507,4292.821,,44 1:36.249,1:36.249,96.249,4349.505,,44 1:35.590,1:35.590,95.59,4376.82,,44 1:35.490,1:35.490,95.49,4354.43,,44 1:36.144,1:36.144,96.144,4351.24,,44 1:37.417,1:37.417,97.417,4346.671,,44 1:36.630,1:36.630,96.63,4422.764,,44 1:35.169,1:35.169,95.169,4311.668,,44 1:35.162,1:35.162,95.162,4302.627,,43,4183.212,-4.176,11.740,25.230,15.102,33.287,24.253,66.638,60.898,28.943,37.414,85.642,91.796,71.884,75.728,79.120,188.386,70.044,98.018,142.922,66.042
45 1:34.249,1:34.249,94.249,4367.816,,45 1:34.592,1:34.592,94.592,4384.343,,45 1:35.333,1:35.333,95.333,4562.061,,45 1:35.758,1:35.758,95.758,4453.873,,45 1:35.338,1:35.338,95.338,4402.839,,45 1:35.306,1:35.306,95.306,4411.17,,45 1:34.805,1:34.805,94.805,4486.294,,45 1:38.049,1:38.049,98.049,4463.552,,45 1:34.872,1:34.872,94.872,4439.703,,45 1:36.243,1:36.243,96.243,4436.917,,45 1:35.220,1:35.220,95.22,4398.713,,45 1:34.790,1:34.790,94.79,4387.611,,45 1:36.349,1:36.349,96.349,4445.854,,45 1:35.119,1:35.119,95.119,4471.939,,45 1:35.570,1:35.570,95.57,4450,,45 1:35.964,1:35.964,95.964,4447.204,,45 1:36.680,1:36.680,96.68,4443.351,,45 1:36.663,1:36.663,96.663,4519.427,,45 1:35.184,1:35.184,95.184,4406.852,,45 1:35.276,1:35.276,95.276,4397.903,,44,4280.496,-6.929,9.255,22.997,12.325,31.172,22.131,64.335,60.178,27.005,35.368,85.007,110.993,70.744,73.934,77.619,186.232,69.009,96.324,142.268,66.175
46 1:34.193,1:34.193,94.193,4462.009,,46 1:34.844,1:34.844,94.844,4479.187,,46 1:35.939,1:35.939,95.939,4658.000,,46 1:36.008,1:36.008,96.008,4549.881,,46 1:35.371,1:35.371,95.371,4498.210,,46 1:35.296,1:35.296,95.296,4506.466,,46 1:35.293,1:35.293,95.293,4581.587,,46 1:36.975,1:36.975,96.975,4560.527,,46 1:35.126,1:35.126,95.126,4534.829,,46 1:36.379,1:36.379,96.379,4533.296,,46 1:35.058,1:35.058,95.058,4493.771,,46 1:34.853,1:34.853,94.853,4482.464,,46 1:36.446,1:36.446,96.446,4542.3,,46 1:34.834,1:34.834,94.834,4566.773,,46 1:35.507,1:35.507,95.507,4545.507,,46 1:36.187,1:36.187,96.187,4543.391,,46 1:36.741,1:36.741,96.741,4540.092,,46 1:36.297,1:36.297,96.297,4615.724,,46 1:35.285,1:35.285,95.285,4502.137,,46 1:36.657,1:36.657,96.657,4494.56,,45,4377.780,-9.964,6.563,20.933,9.831,29.072,20.123,61.923,59.137,25.059,33.390,85.772,108.514,69.424,72.220,76.093,184.281,68.074,94.159,141.647,65.571
47 1:34.239,1:34.239,94.239,4556.248,,47 1:34.730,1:34.730,94.730,4573.917,,47 1:36.729,1:36.729,96.729,4754.729,,47 1:36.026,1:36.026,96.026,4645.907,,47 1:35.485,1:35.485,95.485,4593.695,,47 1:35.376,1:35.376,95.376,4601.842,,47 1:35.341,1:35.341,95.341,4676.928,,47 1:36.656,1:36.656,96.656,4657.183,,47 1:35.225,1:35.225,95.225,4630.054,,47 1:36.298,1:36.298,96.298,4629.594,,47 1:35.057,1:35.057,95.057,4588.828,,47 1:34.901,1:34.901,94.901,4577.365,,47 1:36.454,1:36.454,96.454,4638.754,,47 1:35.226,1:35.226,95.226,4661.999,,47 1:35.831,1:35.831,95.831,4641.338,,47 1:36.396,1:36.396,96.396,4639.787,,47 1:36.561,1:36.561,96.561,4636.653,,47 1:36.604,1:36.604,96.604,4712.328,,47 1:35.226,1:35.226,95.226,4597.363,,47 1:35.805,1:35.805,95.805,4590.365,,46,4475.064,-13.055,4.123,18.707,7.400,27.073,19.496,59.765,58.232,23.146,31.402,85.463,106.523,68.327,70.443,74.817,182.936,67.236,91.709,140.660,65.028
48 1:34.350,1:34.350,94.350,4650.598,,48 1:34.885,1:34.885,94.885,4668.802,,48 1:35.688,1:35.688,95.688,4850.417,,48 1:36.135,1:36.135,96.135,4742.042,,48 1:35.717,1:35.717,95.717,4689.412,,48 1:35.702,1:35.702,95.702,4697.544,,48 1:35.411,1:35.411,95.411,4772.339,,48 1:37.117,1:37.117,97.117,4754.300,,48 1:34.199,1:34.199,94.199,4724.253,,48 1:37.325,1:37.325,97.325,4726.919,,48 1:35.308,1:35.308,95.308,4684.136,,48 1:34.981,1:34.981,94.981,4672.346,,48 1:36.679,1:36.679,96.679,4735.433,,48 1:35.146,1:35.146,95.146,4757.145,,48 1:36.236,1:36.236,96.236,4737.574,,48 1:36.554,1:36.554,96.554,4736.341,,48 1:36.654,1:36.654,96.654,4733.307,,48 1:36.765,1:36.765,96.765,4809.093,,48 1:36.165,1:36.165,96.165,4693.528,,48 1:36.059,1:36.059,96.059,4686.424,,47,4572.348,-16.100,1.569,16.480,5.017,25.015,18.017,57.706,57.246,21.347,29.494,84.835,104.580,67.439,68.990,73.559,182.381,66.406,89.651,139.980,64.305
49 1:34.403,1:34.403,94.403,4745.001,,49 1:34.966,1:34.966,94.966,4763.768,,49 1:35.590,1:35.590,95.590,4946.007,,49 1:37.102,1:37.102,97.102,4839.144,,49 1:35.674,1:35.674,95.674,4785.086,,49 1:35.653,1:35.653,95.653,4793.197,,49 1:35.511,1:35.511,95.511,4867.850,,49 1:37.726,1:37.726,97.726,4852.026,,49 1:34.571,1:34.571,94.571,4818.824,,49 1:36.871,1:36.871,96.871,4823.790,,49 1:35.302,1:35.302,95.302,4779.438,,49 1:35.440,1:35.440,95.44,4767.786,,49 1:36.842,1:36.842,96.842,4832.275,,49 1:35.494,1:35.494,95.494,4852.639,,49 1:36.442,1:36.442,96.442,4834.016,,49 1:36.695,1:36.695,96.695,4833.036,,49 1:36.720,1:36.720,96.72,4830.027,,49 1:36.910,1:36.910,96.91,4906.003,,49 1:35.914,1:35.914,95.914,4789.442,,49 1:35.954,1:35.954,95.954,4782.378,,48,4669.632,-19.034,-0.830,14.504,2.714,23.896,16.792,54.621,57.287,19.780,27.912,84.668,102.707,66.709,67.942,72.410,180.785,65.801,87.513,139.461,63.675
50 1:34.783,1:34.783,94.783,4839.784,,50 1:35.082,1:35.082,95.082,4858.850,,50 1:35.660,1:35.660,95.660,5041.667,,50 1:37.616,1:37.616,97.616,4936.760,,50 1:35.657,1:35.657,95.657,4880.743,,50 1:35.984,1:35.984,95.984,4889.181,,50 1:35.228,1:35.228,95.228,4963.078,,50 1:37.784,1:37.784,97.784,4949.810,,50 1:34.677,1:34.677,94.677,4913.501,,50 1:36.541,1:36.541,96.541,4920.331,,50 1:35.383,1:35.383,95.383,4874.821,,50 1:35.142,1:35.142,95.142,4862.928,,50 1:37.035,1:37.035,97.035,4929.31,,50 1:35.167,1:35.167,95.167,4947.806,,50 1:36.609,1:36.609,96.609,4930.625,,50 1:36.827,1:36.827,96.827,4929.863,,50 1:36.792,1:36.792,96.792,4926.819,,50 1:36.910,1:36.910,96.91,5002.913,,50 1:35.612,1:35.612,95.612,4885.054,,50 1:36.181,1:36.181,96.181,4878.559,,49,4766.916,-21.915,-3.148,12.522,0.870,22.526,15.462,51.908,56.874,18.170,26.281,85.110,100.934,66.120,67.100,72.228,179.091,65.359,85.723,139.087,63.111
51 1:34.340,1:34.340,94.340,4934.124,,51 1:34.940,1:34.940,94.940,4953.790,,51 1:35.972,1:35.972,95.972,5137.639,,51 1:37.493,1:37.493,97.493,5034.253,,51 1:36.038,1:36.038,96.038,4976.781,,51 1:35.800,1:35.800,95.8,4984.981,,51 1:35.334,1:35.334,95.334,5058.412,,51 1:37.091,1:37.091,97.091,5046.901,,51 1:34.916,1:34.916,94.916,5008.417,,51 1:36.763,1:36.763,96.763,5017.094,,51 1:35.418,1:35.418,95.418,4970.239,,51 1:35.282,1:35.282,95.282,4958.21,,51 1:36.929,1:36.929,96.929,5026.239,,51 1:35.529,1:35.529,95.529,5043.335,,51 1:37.103,1:37.103,97.103,5027.728,,51 1:37.067,1:37.067,97.067,5026.93,,51 1:37.042,1:37.042,97.042,5023.861,,51 1:36.819,1:36.819,96.819,5099.732,,51 1:35.532,1:35.532,95.532,4980.586,,51 1:35.852,1:35.852,95.852,4974.411,,50,4864.200,-24.416,-5.350,10.621,-1.272,20.854,14.359,49.301,56.131,16.543,24.981,85.610,98.878,65.663,66.425,72.560,177.467,65.110,83.606,138.713,62.619
52 1:34.906,1:34.906,94.906,5029.030,,52 1:35.183,1:35.183,95.183,5048.973,,52 1:35.987,1:35.987,95.987,5233.626,,52 1:36.218,1:36.218,96.218,5130.471,,52 1:35.922,1:35.922,95.922,5072.703,,52 1:36.024,1:36.024,96.024,5081.005,,52 1:35.511,1:35.511,95.511,5153.923,,52 1:38.631,1:38.631,98.631,5145.532,,52 1:34.862,1:34.862,94.862,5103.279,,52 1:36.934,1:36.934,96.934,5114.028,,52 1:35.394,1:35.394,95.394,5065.633,,52 1:35.083,1:35.083,95.083,5053.293,,52 1:36.930,1:36.930,96.93,5123.169,,52 1:35.921,1:35.921,95.921,5139.256,,52 1:37.529,1:37.529,97.529,5125.257,,52 1:39.042,1:39.042,99.042,5125.972,,52 1:37.394,1:37.394,97.394,5121.255,,52 1:36.949,1:36.949,96.949,5196.681,,52 1:35.479,1:35.479,95.479,5076.065,,52 1:36.186,1:36.186,96.186,5070.597,,51,4961.484,-27.360,-7.694,8.755,-3.274,19.102,12.927,46.933,55.610,15.297,23.497,85.417,96.928,65.446,66.244,72.769,176.155,64.755,81.851,138.248,62.377
53 1:35.600,1:35.600,95.600,5124.630,,53 1:35.842,1:35.842,95.842,5144.815,,53 1:36.088,1:36.088,96.088,5329.714,,53 1:36.308,1:36.308,96.308,5226.779,,53 1:35.782,1:35.782,95.782,5168.485,,53 1:35.739,1:35.739,95.739,5176.744,,53 1:35.389,1:35.389,95.389,5249.312,,53 1:37.145,1:37.145,97.145,5242.677,,53 1:35.249,1:35.249,95.249,5198.528,,53 1:36.640,1:36.640,96.640,5210.668,,53 1:35.480,1:35.480,95.48,5161.113,,53 1:35.211,1:35.211,95.211,5148.504,,53 1:37.958,1:37.958,97.958,5221.127,,53 1:35.994,1:35.994,95.994,5235.25,,53 1:36.745,1:36.745,96.745,5222.002,,53 1:36.838,1:36.838,96.838,5222.81,,53 1:37.141,1:37.141,97.141,5218.396,,53 1:39.035,1:39.035,99.035,5295.716,,53 1:35.550,1:35.550,95.55,5171.615,,53 1:35.979,1:35.979,95.979,5166.576,,52,5058.768,-29.738,-9.795,6.865,-5.475,17.297,11.829,44.511,55.260,13.935,22.237,86.764,95.155,67.204,66.489,71.703,174.858,64.401,80.488,137.913,62.487
54 1:35.334,1:35.334,95.334,5219.964,,54 1:35.459,1:35.459,95.459,5240.274,,54 1:39.614,1:39.614,99.614,5429.328,,54 1:36.334,1:36.334,96.334,5323.113,,54 1:35.934,1:35.934,95.934,5264.419,,54 1:36.107,1:36.107,96.107,5272.851,,54 1:35.853,1:35.853,95.853,5345.165,,54 1:38.707,1:38.707,98.707,5341.384,,54 1:35.745,1:35.745,95.745,5294.273,,54 1:36.693,1:36.693,96.693,5307.361,,54 1:35.265,1:35.265,95.265,5256.378,,54 1:35.309,1:35.309,95.309,5243.813,,54 1:36.890,1:36.890,96.89,5318.017,,54 1:35.786,1:35.786,95.786,5331.036,,54 1:36.661,1:36.661,96.661,5318.663,,54 1:36.672,1:36.672,96.672,5319.482,,54 1:38.389,1:38.389,98.389,5316.785,,54 1:37.095,1:37.095,97.095,5392.811,,54 1:35.974,1:35.974,95.974,5267.589,,54 1:36.013,1:36.013,96.013,5262.589,,53,5156.052,-31.422,-11.237,5.061,-7.548,15.563,10.524,42.476,54.616,12.433,20.692,86.625,93.260,66.758,65.950,70.727,173.662,65.075,79.198,139.664,62.344
55 1:35.184,1:35.184,95.184,5315.148,,55 1:35.611,1:35.611,95.611,5335.885,,55 1:36.209,1:36.209,96.209,5525.537,,55 1:36.593,1:36.593,96.593,5419.706,,55 1:36.223,1:36.223,96.223,5360.642,,55 1:35.973,1:35.973,95.973,5368.824,,55 1:35.908,1:35.908,95.908,5441.073,,55 1:37.393,1:37.393,97.393,5438.777,,55 1:35.066,1:35.066,95.066,5389.339,,55 1:36.680,1:36.680,96.680,5404.041,,55 1:35.785,1:35.785,95.785,5352.163,,55 1:35.407,1:35.407,95.407,5339.22,,55 1:37.457,1:37.457,97.457,5415.474,,55 1:35.736,1:35.736,95.736,5426.772,,55 1:37.375,1:37.375,97.375,5416.038,,55 1:37.269,1:37.269,97.269,5416.751,,55 1:37.383,1:37.383,97.383,5414.168,,55 1:37.205,1:37.205,97.205,5490.016,,55 1:35.633,1:35.633,95.633,5363.222,,55 1:36.151,1:36.151,96.151,5358.74,,54,5253.336,-33.372,-13.062,3.042,-9.523,14.253,9.253,40.937,54.025,11.083,19.515,88.048,91.829,66.146,65.327,69.777,175.992,64.681,77.700,139.475,63.449
56 1:34.671,1:34.671,94.671,5409.819,,56 1:35.568,1:35.568,95.568,5431.453,,,,,,,56 1:36.922,1:36.922,96.922,5516.628,,56 1:35.976,1:35.976,95.976,5456.618,,56 1:36.100,1:36.100,96.1,5464.924,,56 1:36.086,1:36.086,96.086,5537.159,,56 1:37.415,1:37.415,97.415,5536.192,,56 1:35.014,1:35.014,95.014,5484.353,,56 1:36.582,1:36.582,96.582,5500.623,,56 1:35.924,1:35.924,95.924,5448.087,,56 1:35.305,1:35.305,95.305,5434.525,,56 1:37.584,1:37.584,97.584,5513.058,,56 1:35.602,1:35.602,95.602,5522.374,,56 1:37.662,1:37.662,97.662,5513.7,,56 1:37.473,1:37.473,97.473,5514.224,,56 1:37.333,1:37.333,97.333,5511.501,,56 1:37.956,1:37.956,97.956,5587.972,,56 1:35.706,1:35.706,95.706,5458.928,,56 1:36.350,1:36.350,96.35,5455.09,,55,5350.620,-35.472,-14.735,1.543,-11.400,12.602,8.120,38.719,53.421,10.022,18.204,88.157,90.453,66.131,65.418,69.086,174.917,64.854,76.152,139.396,63.548
57 1:34.923,1:34.923,94.923,5504.742,,57 1:35.746,1:35.746,95.746,5527.199,,,,,,,,,,,,57 1:36.582,1:36.582,96.582,5553.200,,57 1:35.920,1:35.920,95.92,5560.844,,,,,,,,,,,,57 1:35.276,1:35.276,95.276,5579.629,,57 1:37.335,1:37.335,97.335,5597.958,,57 1:36.324,1:36.324,96.324,5544.411,,57 1:35.327,1:35.327,95.327,5529.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 1:36.138,1:36.138,96.138,5555.066,,57 1:36.440,1:36.440,96.44,5551.53,,56,5447.904,-38.085,-16.451,0.183,-13.379,11.024,7.186,36.449,52.719,8.714,17.020,88.288,89.255,66.320,65.796,68.724,,65.154,74.470,140.068,63.597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5545.188,-40.446,-17.989,-0.777,-15.336,9.878,6.342,34.441,52.770,8.012,15.656,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
